user_id,monetary,frequency,last_purchase_date,recency,avg_items_per_order,average_order_value,first_purchase_date,last_purchase,customer_lifespan_days,active_months,monetary_per_active_month,frequency_per_active_month,inter_purchase_gap_mean,inter_purchase_gap_std
82,15.75,1,2023-09-06 14:54:50+00:00,848,1.0,15.75,2023-09-06 14:54:50+00:00,2023-09-06 14:54:50+00:00,1,1,15.75,1.0,0.0,0.0
90,197.0800018310547,1,2024-12-02 15:07:02+00:00,395,4.0,197.0800018310547,2024-12-02 15:07:02+00:00,2024-12-02 15:07:02+00:00,1,1,197.0800018310547,1.0,0.0,0.0
93,29.950000762939453,1,2024-08-10 19:59:19+00:00,509,1.0,29.950000762939453,2024-08-10 19:59:19+00:00,2024-08-10 19:59:19+00:00,1,1,29.950000762939453,1.0,0.0,0.0
98,100.0,1,2022-03-08 19:13:32+00:00,1395,1.0,100.0,2022-03-08 19:13:32+00:00,2022-03-08 19:13:32+00:00,1,1,100.0,1.0,0.0,0.0
100,104.0,1,2025-09-17 23:05:21+00:00,106,1.0,104.0,2025-09-17 23:05:21+00:00,2025-09-17 23:05:21+00:00,1,1,104.0,1.0,0.0,0.0
102,269.9499969482422,2,2025-07-19 09:07:30+00:00,166,1.0,134.9749984741211,2021-04-12 12:50:14+00:00,2025-07-19 09:07:30+00:00,1559,2,134.9749984741211,1.0,1558.0,0.0
105,164.92999839782715,2,2025-09-17 03:23:19+00:00,106,1.5,82.46499919891357,2025-07-15 13:21:06+00:00,2025-09-17 03:23:19+00:00,64,2,82.46499919891357,1.0,63.0,0.0
116,35.0,1,2024-10-11 13:22:49+00:00,447,1.0,35.0,2024-10-11 13:22:49+00:00,2024-10-11 13:22:49+00:00,1,1,35.0,1.0,0.0,0.0
120,60.0,1,2023-01-20 02:10:35+00:00,1077,1.0,60.0,2023-01-20 02:10:35+00:00,2023-01-20 02:10:35+00:00,1,1,60.0,1.0,0.0,0.0
121,69.5,1,2024-03-05 19:04:23+00:00,667,1.0,69.5,2024-03-05 19:04:23+00:00,2024-03-05 19:04:23+00:00,1,1,69.5,1.0,0.0,0.0
122,10.800000190734863,1,2025-12-24 04:48:25+00:00,8,1.0,10.800000190734863,2025-12-24 04:48:25+00:00,2025-12-24 04:48:25+00:00,1,1,10.800000190734863,1.0,0.0,0.0
125,63.97999954223633,1,2020-08-28 05:15:24+00:00,1952,1.0,63.97999954223633,2020-08-28 05:15:24+00:00,2020-08-28 05:15:24+00:00,1,1,63.97999954223633,1.0,0.0,0.0
127,115.0,1,2022-04-18 19:08:28+00:00,1354,1.0,115.0,2022-04-18 19:08:28+00:00,2022-04-18 19:08:28+00:00,1,1,115.0,1.0,0.0,0.0
134,117.94999694824217,1,2021-03-01 09:28:25+00:00,1767,2.0,117.94999694824217,2021-03-01 09:28:25+00:00,2021-03-01 09:28:25+00:00,1,1,117.94999694824217,1.0,0.0,0.0
139,166.0,1,2023-10-13 19:43:43+00:00,811,1.0,166.0,2023-10-13 19:43:43+00:00,2023-10-13 19:43:43+00:00,1,1,166.0,1.0,0.0,0.0
145,14.989999771118164,1,2024-08-01 08:47:01+00:00,518,1.0,14.989999771118164,2024-08-01 08:47:01+00:00,2024-08-01 08:47:01+00:00,1,1,14.989999771118164,1.0,0.0,0.0
152,14.210000038146973,1,2024-12-23 22:01:55+00:00,374,1.0,14.210000038146973,2024-12-23 22:01:55+00:00,2024-12-23 22:01:55+00:00,1,1,14.210000038146973,1.0,0.0,0.0
154,16.5,1,2025-02-11 18:00:22+00:00,324,1.0,16.5,2025-02-11 18:00:22+00:00,2025-02-11 18:00:22+00:00,1,1,16.5,1.0,0.0,0.0
158,61.489999771118164,1,2024-04-22 14:31:55+00:00,619,2.0,61.489999771118164,2024-04-22 14:31:55+00:00,2024-04-22 14:31:55+00:00,1,1,61.489999771118164,1.0,0.0,0.0
163,24.5,1,2022-06-08 01:55:08+00:00,1303,1.0,24.5,2022-06-08 01:55:08+00:00,2022-06-08 01:55:08+00:00,1,1,24.5,1.0,0.0,0.0
175,56.29999923706055,2,2025-09-09 02:06:05+00:00,114,1.0,28.149999618530273,2022-08-02 15:05:24+00:00,2025-09-09 02:06:05+00:00,1134,2,28.149999618530273,1.0,1133.0,0.0
177,128.0,1,2022-01-31 18:41:54+00:00,1431,1.0,128.0,2022-01-31 18:41:54+00:00,2022-01-31 18:41:54+00:00,1,1,128.0,1.0,0.0,0.0
181,5.949999809265137,1,2021-12-04 16:31:32+00:00,1489,1.0,5.949999809265137,2021-12-04 16:31:32+00:00,2021-12-04 16:31:32+00:00,1,1,5.949999809265137,1.0,0.0,0.0
184,168.0,1,2025-10-26 18:01:39+00:00,67,1.0,168.0,2025-10-26 18:01:39+00:00,2025-10-26 18:01:39+00:00,1,1,168.0,1.0,0.0,0.0
185,24.989999771118164,1,2024-09-14 02:44:48+00:00,474,1.0,24.989999771118164,2024-09-14 02:44:48+00:00,2024-09-14 02:44:48+00:00,1,1,24.989999771118164,1.0,0.0,0.0
188,49.9900016784668,1,2024-09-02 10:51:03+00:00,486,1.0,49.9900016784668,2024-09-02 10:51:03+00:00,2024-09-02 10:51:03+00:00,1,1,49.9900016784668,1.0,0.0,0.0
189,39.5,1,2025-11-10 23:05:00+00:00,52,1.0,39.5,2025-11-10 23:05:00+00:00,2025-11-10 23:05:00+00:00,1,1,39.5,1.0,0.0,0.0
191,39.9900016784668,1,2024-03-02 19:09:23+00:00,670,1.0,39.9900016784668,2024-03-02 19:09:23+00:00,2024-03-02 19:09:23+00:00,1,1,39.9900016784668,1.0,0.0,0.0
195,13.0,1,2021-02-26 08:10:20+00:00,1770,1.0,13.0,2021-02-26 08:10:20+00:00,2021-02-26 08:10:20+00:00,1,1,13.0,1.0,0.0,0.0
197,24.0,1,2025-12-01 02:19:23+00:00,31,1.0,24.0,2025-12-01 02:19:23+00:00,2025-12-01 02:19:23+00:00,1,1,24.0,1.0,0.0,0.0
201,62.9900016784668,1,2023-09-14 01:21:36+00:00,840,2.0,62.9900016784668,2023-09-14 01:21:36+00:00,2023-09-14 01:21:36+00:00,1,1,62.9900016784668,1.0,0.0,0.0
211,417.83000469207764,3,2024-02-07 09:11:12+00:00,694,2.3333333333333335,139.27666823069254,2021-01-02 11:58:14+00:00,2024-02-07 09:11:12+00:00,1131,3,139.27666823069254,1.0,564.5,675.2869760331529
214,87.53000164031982,2,2025-05-21 20:12:00+00:00,225,1.5,43.76500082015991,2024-11-21 13:18:44+00:00,2025-05-21 20:12:00+00:00,182,2,43.76500082015991,1.0,181.0,0.0
216,592.3900012969971,2,2022-03-28 10:29:42+00:00,1375,3.0,296.19500064849854,2021-08-11 21:01:28+00:00,2022-03-28 10:29:42+00:00,229,2,296.19500064849854,1.0,228.0,0.0
217,9.989999771118164,1,2025-12-29 09:19:30+00:00,3,1.0,9.989999771118164,2025-12-29 09:19:30+00:00,2025-12-29 09:19:30+00:00,1,1,9.989999771118164,1.0,0.0,0.0
221,33.39999961853028,1,2022-08-22 22:03:59+00:00,1228,2.0,33.39999961853028,2022-08-22 22:03:59+00:00,2022-08-22 22:03:59+00:00,1,1,33.39999961853028,1.0,0.0,0.0
225,222.98000144958496,1,2023-09-30 07:58:27+00:00,824,4.0,222.98000144958496,2023-09-30 07:58:27+00:00,2023-09-30 07:58:27+00:00,1,1,222.98000144958496,1.0,0.0,0.0
235,49.950000762939446,1,2024-07-28 09:53:06+00:00,522,1.0,49.950000762939446,2024-07-28 09:53:06+00:00,2024-07-28 09:53:06+00:00,1,1,49.950000762939446,1.0,0.0,0.0
238,9.899999618530272,1,2025-08-14 02:30:48+00:00,140,1.0,9.899999618530272,2025-08-14 02:30:48+00:00,2025-08-14 02:30:48+00:00,1,1,9.899999618530272,1.0,0.0,0.0
241,49.889999389648445,1,2023-03-19 19:02:08+00:00,1019,2.0,49.889999389648445,2023-03-19 19:02:08+00:00,2023-03-19 19:02:08+00:00,1,1,49.889999389648445,1.0,0.0,0.0
243,41.41999816894531,1,2024-09-25 02:37:00+00:00,463,1.0,41.41999816894531,2024-09-25 02:37:00+00:00,2024-09-25 02:37:00+00:00,1,1,41.41999816894531,1.0,0.0,0.0
245,75.4399995803833,2,2024-05-26 21:49:21+00:00,585,2.0,37.71999979019165,2023-05-19 10:48:46+00:00,2024-05-26 21:49:21+00:00,374,2,37.71999979019165,1.0,373.0,0.0
248,10.899999618530272,1,2024-09-11 14:40:45+00:00,477,1.0,10.899999618530272,2024-09-11 14:40:45+00:00,2024-09-11 14:40:45+00:00,1,1,10.899999618530272,1.0,0.0,0.0
249,40.0,1,2022-09-01 02:10:39+00:00,1218,1.0,40.0,2022-09-01 02:10:39+00:00,2022-09-01 02:10:39+00:00,1,1,40.0,1.0,0.0,0.0
255,22.5,1,2024-12-23 09:59:26+00:00,374,1.0,22.5,2024-12-23 09:59:26+00:00,2024-12-23 09:59:26+00:00,1,1,22.5,1.0,0.0,0.0
256,30.5,1,2025-10-29 19:59:45+00:00,64,1.0,30.5,2025-10-29 19:59:45+00:00,2025-10-29 19:59:45+00:00,1,1,30.5,1.0,0.0,0.0
273,123.5,1,2025-12-18 03:28:08+00:00,14,2.0,123.5,2025-12-18 03:28:08+00:00,2025-12-18 03:28:08+00:00,1,1,123.5,1.0,0.0,0.0
277,139.86000061035156,1,2025-10-30 08:13:28+00:00,63,1.0,139.86000061035156,2025-10-30 08:13:28+00:00,2025-10-30 08:13:28+00:00,1,1,139.86000061035156,1.0,0.0,0.0
281,89.98999786376953,1,2025-09-19 16:02:54+00:00,104,1.0,89.98999786376953,2025-09-19 16:02:54+00:00,2025-09-19 16:02:54+00:00,1,1,89.98999786376953,1.0,0.0,0.0
286,102.48999786376953,1,2024-05-18 10:46:29+00:00,593,2.0,102.48999786376953,2024-05-18 10:46:29+00:00,2024-05-18 10:46:29+00:00,1,1,102.48999786376953,1.0,0.0,0.0
288,3.990000009536743,1,2024-01-04 15:36:54+00:00,728,1.0,3.990000009536743,2024-01-04 15:36:54+00:00,2024-01-04 15:36:54+00:00,1,1,3.990000009536743,1.0,0.0,0.0
296,9.989999771118164,1,2025-10-12 10:34:06+00:00,81,1.0,9.989999771118164,2025-10-12 10:34:06+00:00,2025-10-12 10:34:06+00:00,1,1,9.989999771118164,1.0,0.0,0.0
315,128.0,1,2025-05-15 05:34:06+00:00,231,1.0,128.0,2025-05-15 05:34:06+00:00,2025-05-15 05:34:06+00:00,1,1,128.0,1.0,0.0,0.0
316,50.9900016784668,1,2022-05-04 16:40:54+00:00,1338,1.0,50.9900016784668,2022-05-04 16:40:54+00:00,2022-05-04 16:40:54+00:00,1,1,50.9900016784668,1.0,0.0,0.0
324,34.75,1,2025-08-19 20:55:58+00:00,135,1.0,34.75,2025-08-19 20:55:58+00:00,2025-08-19 20:55:58+00:00,1,1,34.75,1.0,0.0,0.0
334,122.9399995803833,2,2025-04-09 10:54:43+00:00,267,1.5,61.46999979019165,2023-12-21 11:37:50+00:00,2025-04-09 10:54:43+00:00,475,2,61.46999979019165,1.0,474.0,0.0
344,123.95000076293945,2,2025-05-06 21:46:08+00:00,240,1.5,61.97500038146973,2024-03-26 22:55:57+00:00,2025-05-06 21:46:08+00:00,406,2,61.97500038146973,1.0,405.0,0.0
353,105.67000198364258,1,2025-08-25 17:43:40+00:00,129,2.0,105.67000198364258,2025-08-25 17:43:40+00:00,2025-08-25 17:43:40+00:00,1,1,105.67000198364258,1.0,0.0,0.0
360,139.9499969482422,1,2025-01-30 14:01:28+00:00,336,1.0,139.9499969482422,2025-01-30 14:01:28+00:00,2025-01-30 14:01:28+00:00,1,1,139.9499969482422,1.0,0.0,0.0
362,22.93000030517578,1,2022-01-23 12:21:23+00:00,1439,1.0,22.93000030517578,2022-01-23 12:21:23+00:00,2022-01-23 12:21:23+00:00,1,1,22.93000030517578,1.0,0.0,0.0
364,26.0,1,2025-11-20 11:41:54+00:00,42,1.0,26.0,2025-11-20 11:41:54+00:00,2025-11-20 11:41:54+00:00,1,1,26.0,1.0,0.0,0.0
365,145.0,1,2025-04-24 13:23:23+00:00,252,1.0,145.0,2025-04-24 13:23:23+00:00,2025-04-24 13:23:23+00:00,1,1,145.0,1.0,0.0,0.0
366,32.0,1,2025-05-12 03:31:25+00:00,234,1.0,32.0,2025-05-12 03:31:25+00:00,2025-05-12 03:31:25+00:00,1,1,32.0,1.0,0.0,0.0
368,22.76000022888184,1,2024-06-10 22:29:33+00:00,570,1.0,22.76000022888184,2024-06-10 22:29:33+00:00,2024-06-10 22:29:33+00:00,1,1,22.76000022888184,1.0,0.0,0.0
381,50.4900016784668,1,2025-04-13 19:20:04+00:00,263,1.0,50.4900016784668,2025-04-13 19:20:04+00:00,2025-04-13 19:20:04+00:00,1,1,50.4900016784668,1.0,0.0,0.0
382,57.96999931335449,1,2023-05-17 11:01:30+00:00,960,3.0,57.96999931335449,2023-05-17 11:01:30+00:00,2023-05-17 11:01:30+00:00,1,1,57.96999931335449,1.0,0.0,0.0
383,29.989999771118164,1,2023-01-31 23:10:16+00:00,1066,1.0,29.989999771118164,2023-01-31 23:10:16+00:00,2023-01-31 23:10:16+00:00,1,1,29.989999771118164,1.0,0.0,0.0
389,154.48999977111816,2,2025-07-31 07:37:28+00:00,154,2.5,77.24499988555908,2023-11-03 03:28:23+00:00,2025-07-31 07:37:28+00:00,637,2,77.24499988555908,1.0,636.0,0.0
396,29.989999771118164,1,2024-04-16 12:11:53+00:00,625,1.0,29.989999771118164,2024-04-16 12:11:53+00:00,2024-04-16 12:11:53+00:00,1,1,29.989999771118164,1.0,0.0,0.0
406,25.0,1,2025-06-28 15:03:02+00:00,187,1.0,25.0,2025-06-28 15:03:02+00:00,2025-06-28 15:03:02+00:00,1,1,25.0,1.0,0.0,0.0
415,63.89999961853027,1,2019-11-08 22:10:53+00:00,2246,2.0,63.89999961853027,2019-11-08 22:10:53+00:00,2019-11-08 22:10:53+00:00,1,1,63.89999961853027,1.0,0.0,0.0
416,140.84999847412107,1,2024-06-02 19:37:11+00:00,578,2.0,140.84999847412107,2024-06-02 19:37:11+00:00,2024-06-02 19:37:11+00:00,1,1,140.84999847412107,1.0,0.0,0.0
420,29.989999771118164,1,2025-06-13 03:35:04+00:00,202,1.0,29.989999771118164,2025-06-13 03:35:04+00:00,2025-06-13 03:35:04+00:00,1,1,29.989999771118164,1.0,0.0,0.0
423,88.60000038146973,1,2024-04-20 04:50:07+00:00,621,2.0,88.60000038146973,2024-04-20 04:50:07+00:00,2024-04-20 04:50:07+00:00,1,1,88.60000038146973,1.0,0.0,0.0
424,66.0,1,2024-07-12 08:13:14+00:00,538,1.0,66.0,2024-07-12 08:13:14+00:00,2024-07-12 08:13:14+00:00,1,1,66.0,1.0,0.0,0.0
425,26.1299991607666,1,2023-02-12 21:29:14+00:00,1054,1.0,26.1299991607666,2023-02-12 21:29:14+00:00,2023-02-12 21:29:14+00:00,1,1,26.1299991607666,1.0,0.0,0.0
426,39.5,1,2024-12-09 21:21:20+00:00,388,1.0,39.5,2024-12-09 21:21:20+00:00,2024-12-09 21:21:20+00:00,1,1,39.5,1.0,0.0,0.0
432,60.0,1,2024-12-14 03:47:40+00:00,383,1.0,60.0,2024-12-14 03:47:40+00:00,2024-12-14 03:47:40+00:00,1,1,60.0,1.0,0.0,0.0
440,125.0,1,2022-10-23 13:21:36+00:00,1166,1.0,125.0,2022-10-23 13:21:36+00:00,2022-10-23 13:21:36+00:00,1,1,125.0,1.0,0.0,0.0
441,29.989999771118164,1,2021-12-21 09:38:29+00:00,1472,1.0,29.989999771118164,2021-12-21 09:38:29+00:00,2021-12-21 09:38:29+00:00,1,1,29.989999771118164,1.0,0.0,0.0
442,449.9600009918213,3,2025-12-13 21:49:19+00:00,19,1.6666666666666667,149.98666699727377,2021-12-01 12:01:34+00:00,2025-12-13 21:49:19+00:00,1474,3,149.98666699727377,1.0,736.0,53.74011537017761
444,17.989999771118164,1,2025-09-18 14:11:11+00:00,105,1.0,17.989999771118164,2025-09-18 14:11:11+00:00,2025-09-18 14:11:11+00:00,1,1,17.989999771118164,1.0,0.0,0.0
445,69.5,1,2025-03-24 22:28:36+00:00,283,2.0,69.5,2025-03-24 22:28:36+00:00,2025-03-24 22:28:36+00:00,1,1,69.5,1.0,0.0,0.0
446,165.2600040435791,2,2025-03-18 14:56:16+00:00,289,1.0,82.63000202178955,2023-10-26 01:50:09+00:00,2025-03-18 14:56:16+00:00,510,2,82.63000202178955,1.0,509.0,0.0
451,29.89999961853028,1,2025-06-17 20:38:24+00:00,198,1.0,29.89999961853028,2025-06-17 20:38:24+00:00,2025-06-17 20:38:24+00:00,1,1,29.89999961853028,1.0,0.0,0.0
453,258.0999984741211,2,2024-07-01 02:38:07+00:00,549,2.5,129.04999923706055,2024-05-07 02:29:11+00:00,2024-07-01 02:38:07+00:00,56,2,129.04999923706055,1.0,55.0,0.0
456,176.48999977111816,1,2024-10-29 22:08:32+00:00,429,4.0,176.48999977111816,2024-10-29 22:08:32+00:00,2024-10-29 22:08:32+00:00,1,1,176.48999977111816,1.0,0.0,0.0
466,24.989999771118164,1,2023-06-03 20:07:53+00:00,943,1.0,24.989999771118164,2023-06-03 20:07:53+00:00,2023-06-03 20:07:53+00:00,1,1,24.989999771118164,1.0,0.0,0.0
468,256.1599998474121,1,2023-09-14 18:34:11+00:00,840,4.0,256.1599998474121,2023-09-14 18:34:11+00:00,2023-09-14 18:34:11+00:00,1,1,256.1599998474121,1.0,0.0,0.0
470,130.0,1,2022-05-28 05:07:13+00:00,1314,1.0,130.0,2022-05-28 05:07:13+00:00,2022-05-28 05:07:13+00:00,1,1,130.0,1.0,0.0,0.0
472,207.4900016784668,2,2025-12-18 07:10:07+00:00,14,1.5,103.7450008392334,2022-06-15 04:55:49+00:00,2025-12-18 07:10:07+00:00,1283,2,103.7450008392334,1.0,1282.0,0.0
479,15.75,1,2025-11-16 18:03:10+00:00,46,1.0,15.75,2025-11-16 18:03:10+00:00,2025-11-16 18:03:10+00:00,1,1,15.75,1.0,0.0,0.0
480,110.0,1,2025-08-26 09:48:37+00:00,128,1.0,110.0,2025-08-26 09:48:37+00:00,2025-08-26 09:48:37+00:00,1,1,110.0,1.0,0.0,0.0
482,122.97999954223633,2,2025-10-30 01:47:17+00:00,63,1.0,61.489999771118164,2025-01-18 17:31:54+00:00,2025-10-30 01:47:17+00:00,285,2,61.489999771118164,1.0,284.0,0.0
493,44.77999877929688,1,2024-01-16 23:10:42+00:00,716,1.0,44.77999877929688,2024-01-16 23:10:42+00:00,2024-01-16 23:10:42+00:00,1,1,44.77999877929688,1.0,0.0,0.0
495,60.0,1,2024-11-21 22:48:31+00:00,406,1.0,60.0,2024-11-21 22:48:31+00:00,2024-11-21 22:48:31+00:00,1,1,60.0,1.0,0.0,0.0
498,57.98000144958496,1,2021-06-28 09:32:49+00:00,1648,2.0,57.98000144958496,2021-06-28 09:32:49+00:00,2021-06-28 09:32:49+00:00,1,1,57.98000144958496,1.0,0.0,0.0
502,83.76000213623047,1,2025-12-12 20:08:17+00:00,20,2.0,83.76000213623047,2025-12-12 20:08:17+00:00,2025-12-12 20:08:17+00:00,1,1,83.76000213623047,1.0,0.0,0.0
504,405.8000030517578,1,2025-11-30 15:26:43+00:00,32,2.0,405.8000030517578,2025-11-30 15:26:43+00:00,2025-11-30 15:26:43+00:00,1,1,405.8000030517578,1.0,0.0,0.0
505,69.0,1,2022-04-13 23:01:07+00:00,1359,1.0,69.0,2022-04-13 23:01:07+00:00,2022-04-13 23:01:07+00:00,1,1,69.0,1.0,0.0,0.0
509,44.9900016784668,1,2025-11-06 01:20:25+00:00,56,1.0,44.9900016784668,2025-11-06 01:20:25+00:00,2025-11-06 01:20:25+00:00,1,1,44.9900016784668,1.0,0.0,0.0
520,48.0,1,2022-10-08 06:04:27+00:00,1181,1.0,48.0,2022-10-08 06:04:27+00:00,2022-10-08 06:04:27+00:00,1,1,48.0,1.0,0.0,0.0
524,82.5,2,2022-12-27 07:04:43+00:00,1101,1.0,41.25,2021-06-05 22:02:59+00:00,2022-12-27 07:04:43+00:00,570,2,41.25,1.0,569.0,0.0
525,73.1500015258789,1,2025-07-10 04:12:22+00:00,175,1.0,73.1500015258789,2025-07-10 04:12:22+00:00,2025-07-10 04:12:22+00:00,1,1,73.1500015258789,1.0,0.0,0.0
526,105.0,1,2023-01-19 18:47:29+00:00,1078,1.0,105.0,2023-01-19 18:47:29+00:00,2023-01-19 18:47:29+00:00,1,1,105.0,1.0,0.0,0.0
528,9.380000114440918,1,2023-08-15 01:44:42+00:00,870,1.0,9.380000114440918,2023-08-15 01:44:42+00:00,2023-08-15 01:44:42+00:00,1,1,9.380000114440918,1.0,0.0,0.0
531,201.4199981689453,1,2024-06-22 16:39:18+00:00,558,4.0,201.4199981689453,2024-06-22 16:39:18+00:00,2024-06-22 16:39:18+00:00,1,1,201.4199981689453,1.0,0.0,0.0
532,63.0,1,2025-08-27 17:11:05+00:00,127,2.0,63.0,2025-08-27 17:11:05+00:00,2025-08-27 17:11:05+00:00,1,1,63.0,1.0,0.0,0.0
536,158.98999977111816,2,2025-11-18 21:57:44+00:00,44,2.5,79.49499988555908,2025-11-01 02:09:25+00:00,2025-11-18 21:57:44+00:00,18,1,158.98999977111816,2.0,17.0,0.0
541,12.970000267028809,1,2024-02-15 05:24:04+00:00,686,1.0,12.970000267028809,2024-02-15 05:24:04+00:00,2024-02-15 05:24:04+00:00,1,1,12.970000267028809,1.0,0.0,0.0
542,10.979999542236328,1,2025-11-26 17:55:56+00:00,36,1.0,10.979999542236328,2025-11-26 17:55:56+00:00,2025-11-26 17:55:56+00:00,1,1,10.979999542236328,1.0,0.0,0.0
550,32.95000076293945,1,2025-02-08 21:35:31+00:00,327,1.0,32.95000076293945,2025-02-08 21:35:31+00:00,2025-02-08 21:35:31+00:00,1,1,32.95000076293945,1.0,0.0,0.0
557,170.0,1,2025-12-13 17:10:11+00:00,19,1.0,170.0,2025-12-13 17:10:11+00:00,2025-12-13 17:10:11+00:00,1,1,170.0,1.0,0.0,0.0
558,168.14999675750732,2,2025-12-26 02:10:33+00:00,6,2.5,84.07499837875366,2025-08-10 07:25:50+00:00,2025-12-26 02:10:33+00:00,138,2,84.07499837875366,1.0,137.0,0.0
569,36.5,1,2025-03-13 09:32:57+00:00,294,1.0,36.5,2025-03-13 09:32:57+00:00,2025-03-13 09:32:57+00:00,1,1,36.5,1.0,0.0,0.0
570,118.0,1,2024-03-15 11:54:29+00:00,657,1.0,118.0,2024-03-15 11:54:29+00:00,2024-03-15 11:54:29+00:00,1,1,118.0,1.0,0.0,0.0
