user_id,avg_items_per_order,active_months,monetary_per_active_month,frequency_per_active_month,inter_purchase_gap_mean,inter_purchase_gap_std
238,1.0,1,9.899999618530272,1.0,0.0,0.0
241,2.0,1,49.889999389648445,1.0,0.0,0.0
243,1.0,1,41.41999816894531,1.0,0.0,0.0
245,2.0,2,37.71999979019165,1.0,373.0,0.0
248,1.0,1,10.899999618530272,1.0,0.0,0.0
249,1.0,1,40.0,1.0,0.0,0.0
255,1.0,1,22.5,1.0,0.0,0.0
256,1.0,1,30.5,1.0,0.0,0.0
273,2.0,1,123.5,1.0,0.0,0.0
277,1.0,1,139.86000061035156,1.0,0.0,0.0
281,1.0,1,89.98999786376953,1.0,0.0,0.0
286,2.0,1,102.48999786376953,1.0,0.0,0.0
288,1.0,1,3.990000009536743,1.0,0.0,0.0
296,1.0,1,9.989999771118164,1.0,0.0,0.0
315,1.0,1,128.0,1.0,0.0,0.0
316,1.0,1,50.9900016784668,1.0,0.0,0.0
324,1.0,1,34.75,1.0,0.0,0.0
334,1.5,2,61.46999979019165,1.0,474.0,0.0
344,1.5,2,61.97500038146973,1.0,405.0,0.0
353,2.0,1,105.67000198364258,1.0,0.0,0.0
360,1.0,1,139.9499969482422,1.0,0.0,0.0
362,1.0,1,22.93000030517578,1.0,0.0,0.0
364,1.0,1,26.0,1.0,0.0,0.0
365,1.0,1,145.0,1.0,0.0,0.0
366,1.0,1,32.0,1.0,0.0,0.0
368,1.0,1,22.76000022888184,1.0,0.0,0.0
381,1.0,1,50.4900016784668,1.0,0.0,0.0
382,3.0,1,57.96999931335449,1.0,0.0,0.0
383,1.0,1,29.989999771118164,1.0,0.0,0.0
389,2.5,2,77.24499988555908,1.0,636.0,0.0
396,1.0,1,29.989999771118164,1.0,0.0,0.0
406,1.0,1,25.0,1.0,0.0,0.0
415,2.0,1,63.89999961853027,1.0,0.0,0.0
416,2.0,1,140.84999847412107,1.0,0.0,0.0
420,1.0,1,29.989999771118164,1.0,0.0,0.0
423,2.0,1,88.60000038146973,1.0,0.0,0.0
424,1.0,1,66.0,1.0,0.0,0.0
425,1.0,1,26.1299991607666,1.0,0.0,0.0
426,1.0,1,39.5,1.0,0.0,0.0
432,1.0,1,60.0,1.0,0.0,0.0
440,1.0,1,125.0,1.0,0.0,0.0
441,1.0,1,29.989999771118164,1.0,0.0,0.0
442,1.6666666666666667,3,149.98666699727377,1.0,736.0,53.74011537017761
444,1.0,1,17.989999771118164,1.0,0.0,0.0
445,2.0,1,69.5,1.0,0.0,0.0
446,1.0,2,82.63000202178955,1.0,509.0,0.0
451,1.0,1,29.89999961853028,1.0,0.0,0.0
453,2.5,2,129.04999923706055,1.0,55.0,0.0
456,4.0,1,176.48999977111816,1.0,0.0,0.0
466,1.0,1,24.989999771118164,1.0,0.0,0.0
468,4.0,1,256.1599998474121,1.0,0.0,0.0
470,1.0,1,130.0,1.0,0.0,0.0
472,1.5,2,103.7450008392334,1.0,1282.0,0.0
479,1.0,1,15.75,1.0,0.0,0.0
480,1.0,1,110.0,1.0,0.0,0.0
482,1.0,2,61.489999771118164,1.0,284.0,0.0
493,1.0,1,44.77999877929688,1.0,0.0,0.0
495,1.0,1,60.0,1.0,0.0,0.0
498,2.0,1,57.98000144958496,1.0,0.0,0.0
502,2.0,1,83.76000213623047,1.0,0.0,0.0
504,2.0,1,405.8000030517578,1.0,0.0,0.0
505,1.0,1,69.0,1.0,0.0,0.0
509,1.0,1,44.9900016784668,1.0,0.0,0.0
520,1.0,1,48.0,1.0,0.0,0.0
524,1.0,2,41.25,1.0,569.0,0.0
525,1.0,1,73.1500015258789,1.0,0.0,0.0
526,1.0,1,105.0,1.0,0.0,0.0
528,1.0,1,9.380000114440918,1.0,0.0,0.0
531,4.0,1,201.4199981689453,1.0,0.0,0.0
532,2.0,1,63.0,1.0,0.0,0.0
536,2.5,1,158.98999977111816,2.0,17.0,0.0
541,1.0,1,12.970000267028809,1.0,0.0,0.0
542,1.0,1,10.979999542236328,1.0,0.0,0.0
550,1.0,1,32.95000076293945,1.0,0.0,0.0
557,1.0,1,170.0,1.0,0.0,0.0
558,2.5,2,84.07499837875366,1.0,137.0,0.0
569,1.0,1,36.5,1.0,0.0,0.0
570,1.0,1,118.0,1.0,0.0,0.0
574,1.0,1,29.989999771118164,1.0,0.0,0.0
577,1.0,1,30.0,1.0,0.0,0.0
585,3.0,1,219.27000045776367,1.0,0.0,0.0
587,2.0,1,163.0,1.0,0.0,0.0
589,1.0,1,12.149999618530272,1.0,0.0,0.0
606,2.0,1,38.380001068115234,1.0,0.0,0.0
609,1.0,1,25.0,1.0,0.0,0.0
610,1.0,1,21.989999771118164,1.0,0.0,0.0
614,1.0,1,19.5,1.0,0.0,0.0
633,1.0,1,45.880001068115234,1.0,0.0,0.0
636,2.0,1,58.46999931335449,1.0,0.0,0.0
637,1.0,1,65.0,1.0,0.0,0.0
640,3.0,1,81.01000118255615,1.0,0.0,0.0
641,1.0,1,35.0,1.0,0.0,0.0
644,2.0,1,239.9499969482422,1.0,0.0,0.0
645,1.0,1,24.989999771118164,1.0,0.0,0.0
647,1.0,1,48.0,1.0,0.0,0.0
650,1.0,2,50.7450008392334,1.0,494.0,0.0
655,2.0,1,298.5900115966797,1.0,0.0,0.0
657,2.0,1,89.7400016784668,1.0,0.0,0.0
663,1.0,1,12.630000114440918,1.0,0.0,0.0
667,2.0,1,267.35999298095703,1.0,0.0,0.0
669,1.0,2,33.24000072479248,1.0,37.0,0.0
674,1.0,1,20.989999771118164,1.0,0.0,0.0
679,1.0,1,69.87000274658203,1.0,0.0,0.0
682,2.0,1,137.95000076293945,1.0,0.0,0.0
685,1.0,2,72.0,1.0,321.0,0.0
686,3.0,1,133.6999969482422,1.0,0.0,0.0
687,1.0,1,13.800000190734863,1.0,0.0,0.0
690,1.0,1,30.0,1.0,0.0,0.0
696,1.0,1,38.0,1.0,0.0,0.0
699,1.0,1,20.0,1.0,0.0,0.0
701,1.0,1,25.0,1.0,0.0,0.0
702,1.0,1,16.989999771118164,1.0,0.0,0.0
715,2.0,2,62.5,1.0,433.0,0.0
717,1.0,1,42.9900016784668,1.0,0.0,0.0
723,4.0,1,252.44000244140625,1.0,0.0,0.0
724,4.0,1,511.3099994659424,1.0,0.0,0.0
725,1.0,2,96.0,1.0,96.0,0.0
728,1.0,1,28.799999237060547,1.0,0.0,0.0
733,1.0,1,11.079999923706056,1.0,0.0,0.0
734,1.0,1,29.0,1.0,0.0,0.0
740,1.0,1,43.0,1.0,0.0,0.0
749,1.0,1,94.94999694824216,1.0,0.0,0.0
750,3.0,1,131.0,1.0,0.0,0.0
753,2.0,1,59.0,1.0,0.0,0.0
759,1.0,1,63.560001373291016,1.0,0.0,0.0
764,1.0,1,11.340000152587892,1.0,0.0,0.0
769,3.0,1,243.89000701904297,1.0,0.0,0.0
775,3.0,2,302.9099979400635,1.0,17.0,0.0
776,1.0,1,36.450000762939446,1.0,0.0,0.0
777,1.0,1,25.0,1.0,0.0,0.0
778,1.5,2,33.239999771118164,1.0,703.0,0.0
780,4.0,1,269.4000015258789,1.0,0.0,0.0
788,1.0,1,84.98999786376953,1.0,0.0,0.0
790,1.0,1,34.95000076293945,1.0,0.0,0.0
791,1.0,1,25.0,1.0,0.0,0.0
792,1.0,1,39.4099998474121,1.0,0.0,0.0
796,1.5,2,38.28499984741211,1.0,277.0,0.0
799,1.0,1,13.75,1.0,0.0,0.0
804,1.0,1,12.979999542236328,1.0,0.0,0.0
806,1.0,1,79.98999786376953,1.0,0.0,0.0
807,1.0,1,299.0,1.0,0.0,0.0
816,4.0,1,316.9900016784668,1.0,0.0,0.0
820,1.0,1,195.3000030517578,1.0,0.0,0.0
825,2.0,1,103.62999725341797,1.0,0.0,0.0
826,1.0,1,79.5,1.0,0.0,0.0
828,1.0,1,16.3799991607666,1.0,0.0,0.0
834,2.0,2,66.22000026702881,1.0,479.0,0.0
835,1.0,1,69.98999786376953,1.0,0.0,0.0
839,1.0,1,99.98999786376952,1.0,0.0,0.0
840,1.0,1,59.9900016784668,1.0,0.0,0.0
842,1.0,1,18.0,1.0,0.0,0.0
854,2.5,2,102.74999952316284,1.0,244.0,0.0
861,4.0,1,252.82999801635742,1.0,0.0,0.0
862,1.0,2,20.09999990463257,1.0,2094.0,0.0
867,1.0,1,80.22000122070312,1.0,0.0,0.0
873,1.0,1,14.989999771118164,1.0,0.0,0.0
875,1.0,2,179.5,1.0,287.0,0.0
876,1.0,1,52.68999862670898,1.0,0.0,0.0
882,2.0,1,75.08000183105469,1.0,0.0,0.0
884,1.0,1,9.0,1.0,0.0,0.0
887,2.0,1,54.96999931335449,1.0,0.0,0.0
892,2.0,1,82.95000076293945,1.0,0.0,0.0
906,1.5,2,124.49499988555908,1.0,223.0,0.0
919,1.0,1,36.5,1.0,0.0,0.0
920,1.0,1,79.0,1.0,0.0,0.0
927,1.0,1,31.5,1.0,0.0,0.0
929,1.0,1,196.17999267578125,1.0,0.0,0.0
931,1.0,1,29.989999771118164,1.0,0.0,0.0
937,1.0,1,33.95000076293945,1.0,0.0,0.0
944,1.0,1,60.09000015258789,1.0,0.0,0.0
951,1.0,1,60.33000183105469,1.0,0.0,0.0
956,2.0,1,219.98999786376953,1.0,0.0,0.0
958,1.0,1,34.9900016784668,1.0,0.0,0.0
962,1.0,1,29.979999542236328,1.0,0.0,0.0
964,1.0,1,20.0,1.0,0.0,0.0
966,2.0,1,64.0,1.0,0.0,0.0
967,2.0,1,119.48999977111816,1.0,0.0,0.0
968,1.0,1,70.0,1.0,0.0,0.0
969,2.0,1,179.0,1.0,0.0,0.0
972,1.0,1,32.9900016784668,1.0,0.0,0.0
974,1.0,1,22.0,1.0,0.0,0.0
975,2.0,1,121.9900016784668,1.0,0.0,0.0
981,3.0,1,224.51000022888184,1.0,0.0,0.0
982,2.0,1,90.0,1.0,0.0,0.0
984,1.0,1,14.989999771118164,1.0,0.0,0.0
985,1.0,1,23.96999931335449,1.0,0.0,0.0
987,1.0,1,50.0,1.0,0.0,0.0
991,2.0,1,63.9900016784668,1.0,0.0,0.0
994,1.0,1,25.0,1.0,0.0,0.0
995,1.0,1,15.0,1.0,0.0,0.0
1004,1.0,1,24.989999771118164,1.0,0.0,0.0
1007,2.0,1,214.89999771118164,1.0,0.0,0.0
1008,2.0,1,129.98999786376953,1.0,0.0,0.0
1015,1.0,1,79.94999694824217,1.0,0.0,0.0
1016,1.0,1,29.950000762939453,1.0,0.0,0.0
1021,1.0,1,59.5,1.0,0.0,0.0
1025,1.0,1,32.97999954223633,1.0,0.0,0.0
1034,3.0,1,117.95000076293945,1.0,0.0,0.0
1042,1.0,1,45.0,1.0,0.0,0.0
1043,1.0,1,97.91000366210936,1.0,0.0,0.0
1044,2.0,1,113.95000076293945,1.0,0.0,0.0
1049,1.0,1,34.9900016784668,1.0,0.0,0.0
1052,1.0,1,19.0,1.0,0.0,0.0
1053,1.0,1,110.0,1.0,0.0,0.0
1058,2.0,1,31.979999542236328,1.0,0.0,0.0
1060,1.0,1,50.0,1.0,0.0,0.0
1063,1.0,1,99.0,1.0,0.0,0.0
1066,1.0,1,50.0,1.0,0.0,0.0
1070,1.0,1,71.44000244140625,1.0,0.0,0.0
1071,1.0,2,34.97500038146973,1.0,605.0,0.0
1074,1.0,1,25.0,1.0,0.0,0.0
1083,2.0,1,234.89999389648438,1.0,0.0,0.0
1089,1.5,2,263.0,1.0,22.0,0.0
1092,4.0,1,148.18999671936032,1.0,0.0,0.0
1093,1.0,1,110.25,1.0,0.0,0.0
1095,2.0,1,108.64999961853027,1.0,0.0,0.0
1096,2.0,1,157.98999786376953,1.0,0.0,0.0
1104,1.0,1,24.989999771118164,1.0,0.0,0.0
1107,2.0,1,94.26000213623047,1.0,0.0,0.0
1109,1.0,1,22.0,1.0,0.0,0.0
1112,2.0,1,117.97999954223633,1.0,0.0,0.0
1118,4.0,1,159.479998588562,1.0,0.0,0.0
1119,1.5,2,70.45999908447266,1.0,621.0,0.0
1122,1.0,1,59.0,1.0,0.0,0.0
1125,2.0,1,140.95000076293945,1.0,0.0,0.0
1126,2.0,1,64.98000144958496,1.0,0.0,0.0
1130,1.0,1,23.989999771118164,1.0,0.0,0.0
1132,1.0,1,74.94999694824217,1.0,0.0,0.0
1139,2.0,1,53.950000047683716,1.0,0.0,0.0
1140,1.0,1,9.010000228881838,1.0,0.0,0.0
1153,1.0,1,12.729999542236328,1.0,0.0,0.0
1156,1.0,1,325.0,1.0,0.0,0.0
1159,1.0,1,166.0,1.0,0.0,0.0
1168,1.0,1,38.400001525878906,1.0,0.0,0.0
1171,1.0,1,260.44000244140625,1.0,0.0,0.0
1176,4.0,1,221.48000144958496,1.0,0.0,0.0
1177,4.0,1,337.9300079345703,1.0,0.0,0.0
1178,1.0,1,25.0,1.0,0.0,0.0
1183,1.0,1,59.0,1.0,0.0,0.0
1192,2.0,1,156.4400053024292,1.0,0.0,0.0
1196,2.0,1,90.97000122070312,1.0,0.0,0.0
1198,2.0,1,81.9900016784668,1.0,0.0,0.0
1202,1.0,1,20.0,1.0,0.0,0.0
1216,1.0,1,44.9900016784668,1.0,0.0,0.0
1217,1.0,1,39.9900016784668,1.0,0.0,0.0
1218,1.0,1,51.9900016784668,1.0,0.0,0.0
1235,1.0,1,44.9900016784668,1.0,0.0,0.0
1243,1.0,1,49.0,1.0,0.0,0.0
1249,1.0,1,25.0,1.0,0.0,0.0
1250,1.5,2,63.64500045776368,1.0,122.0,0.0
1252,4.0,1,135.94000053405762,1.0,0.0,0.0
1257,1.0,1,29.989999771118164,1.0,0.0,0.0
1263,1.0,1,45.0,1.0,0.0,0.0
1265,1.0,1,119.9499969482422,1.0,0.0,0.0
1270,1.0,3,24.12999979654948,1.0,42.5,12.020815280171307
1271,2.0,1,44.489999771118164,1.0,0.0,0.0
1277,1.0,2,53.5,1.0,124.0,0.0
1288,2.0,1,43.989999771118164,1.0,0.0,0.0
1290,2.0,1,134.94000244140625,1.0,0.0,0.0
1293,1.0,1,69.0,1.0,0.0,0.0
1297,1.0,1,56.0,1.0,0.0,0.0
1298,1.25,4,42.325000524520874,1.0,185.66666666666666,104.84432904708453
1312,2.0,1,143.1099967956543,1.0,0.0,0.0
1319,1.5,2,185.96999740600586,1.0,4.0,0.0
1320,1.0,1,85.0,1.0,0.0,0.0
1321,1.0,1,44.950000762939446,1.0,0.0,0.0
1332,2.0,1,72.98999977111816,1.0,0.0,0.0
1336,2.0,1,69.5,1.0,0.0,0.0
1338,2.0,1,161.1999969482422,1.0,0.0,0.0
1345,2.0,1,133.93999862670896,1.0,0.0,0.0
1351,1.0,1,25.0,1.0,0.0,0.0
1352,1.0,1,12.989999771118164,1.0,0.0,0.0
1353,1.0,1,22.989999771118164,1.0,0.0,0.0
1354,1.0,1,42.0,1.0,0.0,0.0
1355,2.0,1,94.93999671936035,1.0,0.0,0.0
1357,2.0,2,139.81000328063965,1.0,765.0,0.0
1361,2.0,1,335.9900016784668,1.0,0.0,0.0
1364,1.0,1,158.0,1.0,0.0,0.0
1367,3.0,1,325.25,1.0,0.0,0.0
1368,3.0,1,102.9800033569336,1.0,0.0,0.0
1369,1.0,1,25.0,1.0,0.0,0.0
1372,1.0,1,19.989999771118164,1.0,0.0,0.0
1374,3.0,1,165.88000106811523,1.0,0.0,0.0
1382,1.0,1,54.950000762939446,1.0,0.0,0.0
1383,1.0,1,52.0,1.0,0.0,0.0
1387,1.0,1,11.989999771118164,1.0,0.0,0.0
1388,4.0,1,151.9399995803833,1.0,0.0,0.0
1393,1.0,1,29.989999771118164,1.0,0.0,0.0
1398,2.0,1,124.0,1.0,0.0,0.0
1399,4.0,1,211.75,1.0,0.0,0.0
1402,1.0,1,161.0,1.0,0.0,0.0
1404,1.0,1,3.390000104904175,1.0,0.0,0.0
1407,1.0,1,75.0,1.0,0.0,0.0
1409,3.0,1,329.69999980926514,1.0,0.0,0.0
1411,1.0,1,14.829999923706056,1.0,0.0,0.0
1413,1.0,1,34.95000076293945,1.0,0.0,0.0
1417,3.0,1,108.45999908447266,1.0,0.0,0.0
1421,2.0,1,209.9900016784668,1.0,0.0,0.0
1435,1.0,1,61.7400016784668,1.0,0.0,0.0
1436,1.0,1,139.99000549316406,1.0,0.0,0.0
1439,1.0,1,19.989999771118164,1.0,0.0,0.0
1448,4.0,1,343.93999099731445,1.0,0.0,0.0
1455,2.0,2,239.125,1.0,67.0,0.0
1458,2.0,1,226.98999977111816,1.0,0.0,0.0
1462,1.0,1,28.0,1.0,0.0,0.0
1463,1.0,1,119.4499969482422,1.0,0.0,0.0
1467,1.0,1,13.06999969482422,1.0,0.0,0.0
1470,1.0,1,14.010000228881836,1.0,0.0,0.0
1472,1.0,1,44.9900016784668,1.0,0.0,0.0
1477,2.0,1,133.32999992370605,1.0,0.0,0.0
1478,1.0,1,218.4900054931641,1.0,0.0,0.0
1483,1.0,1,195.0,1.0,0.0,0.0
1484,2.0,1,58.989999771118164,1.0,0.0,0.0
1502,1.0,1,28.0,1.0,0.0,0.0
1503,1.0,1,157.5,1.0,0.0,0.0
1504,1.0,1,53.34999847412109,1.0,0.0,0.0
1511,1.0,1,31.590000152587887,1.0,0.0,0.0
1514,1.0,1,89.0,1.0,0.0,0.0
1517,2.0,1,86.0,1.0,0.0,0.0
1519,1.0,1,25.0,1.0,0.0,0.0
1523,1.0,1,109.5,1.0,0.0,0.0
1524,1.75,4,127.30000352859497,1.0,87.33333333333333,44.410959608336924
1527,2.0,1,268.9499969482422,1.0,0.0,0.0
1529,1.0,1,99.0,1.0,0.0,0.0
1535,1.0,1,8.819999694824217,1.0,0.0,0.0
1537,1.0,3,78.31000169118246,1.0,147.0,155.56349186104046
1545,1.0,2,56.5,1.0,910.0,0.0
1546,1.0,1,79.94999694824217,1.0,0.0,0.0
1550,1.0,1,8.75,1.0,0.0,0.0
1551,1.0,1,39.58000183105469,1.0,0.0,0.0
1559,4.0,1,152.95000076293945,1.0,0.0,0.0
1568,1.0,3,101.6966667175293,1.0,199.0,227.6883835420683
1574,1.0,1,44.9900016784668,1.0,0.0,0.0
1575,1.0,1,3.75,1.0,0.0,0.0
1577,1.0,1,25.0,1.0,0.0,0.0
1584,1.0,1,50.0,1.0,0.0,0.0
1586,1.0,1,39.9900016784668,1.0,0.0,0.0
1590,1.0,1,17.75,1.0,0.0,0.0
1594,1.0,1,28.0,1.0,0.0,0.0
1597,1.0,1,78.0,1.0,0.0,0.0
1602,1.0,1,25.0,1.0,0.0,0.0
1603,1.0,1,158.0,1.0,0.0,0.0
1610,2.0,1,109.98999977111816,1.0,0.0,0.0
1612,1.0,1,50.0,1.0,0.0,0.0
1621,1.0,1,18.989999771118164,1.0,0.0,0.0
1623,1.0,1,79.98999786376953,1.0,0.0,0.0
1630,1.0,1,64.0,1.0,0.0,0.0
1632,1.0,1,55.950000762939446,1.0,0.0,0.0
1641,1.0,1,65.0,1.0,0.0,0.0
1642,2.0,1,70.9000015258789,1.0,0.0,0.0
1644,1.0,1,178.0,1.0,0.0,0.0
1646,1.0,1,49.9900016784668,1.0,0.0,0.0
1652,1.0,1,12.989999771118164,1.0,0.0,0.0
1663,2.5,2,160.77999877929688,1.0,39.0,0.0
1672,1.0,1,250.0,1.0,0.0,0.0
1673,1.5,2,45.6899995803833,1.0,178.0,0.0
1683,2.5,2,147.72499656677246,1.0,70.0,0.0
1692,1.0,1,903.0,1.0,0.0,0.0
1698,1.0,1,215.8000030517578,1.0,0.0,0.0
1702,2.0,1,118.5,1.0,0.0,0.0
1707,1.0,2,183.11500549316406,1.0,61.0,0.0
1708,1.0,1,85.0999984741211,1.0,0.0,0.0
1709,1.0,1,25.0,1.0,0.0,0.0
1712,2.0,1,39.95000076293945,1.0,0.0,0.0
1716,2.3333333333333335,3,200.11000061035156,1.0,458.5,608.8189386016174
1720,1.0,1,25.0,1.0,0.0,0.0
1722,1.0,1,42.0,1.0,0.0,0.0
1733,2.0,1,107.69999694824217,1.0,0.0,0.0
1735,2.0,1,85.93999862670898,1.0,0.0,0.0
1739,2.0,1,88.95000076293945,1.0,0.0,0.0
1740,1.0,1,23.190000534057617,1.0,0.0,0.0
1742,2.0,1,78.96000099182129,1.0,0.0,0.0
1743,2.0,1,34.97999954223633,1.0,0.0,0.0
1746,1.0,1,27.989999771118164,1.0,0.0,0.0
1753,2.0,1,56.53000068664551,1.0,0.0,0.0
1755,2.0,1,20.31999969482422,1.0,0.0,0.0
1757,1.0,1,14.989999771118164,1.0,0.0,0.0
1760,1.0,1,49.0,1.0,0.0,0.0
1761,2.0,1,205.02000045776367,1.0,0.0,0.0
1764,1.0,1,55.0,1.0,0.0,0.0
1767,1.0,1,12.130000114440918,1.0,0.0,0.0
1772,1.0,1,89.5999984741211,1.0,0.0,0.0
1773,1.0,1,49.0,1.0,0.0,0.0
1774,1.0,1,27.989999771118164,1.0,0.0,0.0
1775,1.0,1,68.61000061035156,1.0,0.0,0.0
1776,2.5,2,107.13500213623047,1.0,501.0,0.0
1777,1.5,2,133.75,1.0,196.0,0.0
1779,1.0,1,49.5,1.0,0.0,0.0
1787,1.0,1,41.29999923706056,1.0,0.0,0.0
1791,1.0,1,99.0,1.0,0.0,0.0
1792,1.0,1,159.0,1.0,0.0,0.0
1793,1.0,1,25.0,1.0,0.0,0.0
1797,1.0,1,26.0,1.0,0.0,0.0
1801,2.0,1,169.93999862670896,1.0,0.0,0.0
1802,2.0,1,55.989999771118164,1.0,0.0,0.0
1808,1.0,1,54.0,1.0,0.0,0.0
1809,1.0,1,99.0,1.0,0.0,0.0
1810,1.5,2,202.99000072479248,1.0,179.0,0.0
1814,1.0,1,16.75,1.0,0.0,0.0
1822,2.0,1,48.989999771118164,1.0,0.0,0.0
1823,1.0,1,279.989990234375,1.0,0.0,0.0
1827,1.0,1,32.9900016784668,1.0,0.0,0.0
1830,1.0,1,98.0,1.0,0.0,0.0
1836,1.0,1,182.0,1.0,0.0,0.0
1840,1.0,1,26.989999771118164,1.0,0.0,0.0
1842,1.0,1,308.0,1.0,0.0,0.0
1850,2.0,1,69.97999954223633,1.0,0.0,0.0
1855,1.0,2,92.2249984741211,1.0,66.0,0.0
1857,1.0,1,29.989999771118164,1.0,0.0,0.0
1867,1.0,1,8.0,1.0,0.0,0.0
1870,1.0,1,60.0,1.0,0.0,0.0
1881,1.0,1,28.799999237060547,1.0,0.0,0.0
1882,1.0,1,29.989999771118164,1.0,0.0,0.0
1885,3.0,1,504.31999015808105,1.0,0.0,0.0
1886,1.0,1,59.9900016784668,1.0,0.0,0.0
1890,1.0,1,109.98999786376952,1.0,0.0,0.0
1893,1.0,1,39.950000762939446,1.0,0.0,0.0
1894,2.0,1,307.0,1.0,0.0,0.0
1899,1.0,1,11.989999771118164,1.0,0.0,0.0
1900,1.0,1,69.98999786376953,1.0,0.0,0.0
1906,1.3333333333333333,3,48.46333376566569,1.0,477.0,510.5310960166873
1908,1.0,1,39.97999954223633,1.0,0.0,0.0
1910,2.0,1,22.9399995803833,1.0,0.0,0.0
1913,1.0,1,42.5,1.0,0.0,0.0
1914,3.0,1,227.47000122070312,1.0,0.0,0.0
1926,2.0,1,94.94000244140625,1.0,0.0,0.0
1932,3.0,1,241.3899993896484,1.0,0.0,0.0
1935,4.0,1,1075.9599990844727,1.0,0.0,0.0
1942,4.0,1,113.58000087738037,1.0,0.0,0.0
1950,3.0,1,214.45000076293945,1.0,0.0,0.0
1951,1.0,1,19.989999771118164,1.0,0.0,0.0
1953,1.0,1,125.0,1.0,0.0,0.0
1959,1.0,1,64.0,1.0,0.0,0.0
1968,1.0,1,8.0,1.0,0.0,0.0
1981,2.0,1,80.94000053405762,1.0,0.0,0.0
1982,2.0,1,47.78999900817871,1.0,0.0,0.0
1983,1.0,1,36.0,1.0,0.0,0.0
1992,1.0,1,308.0,1.0,0.0,0.0
1996,2.0,1,39.28000068664551,1.0,0.0,0.0
1997,4.0,1,252.34000205993652,1.0,0.0,0.0
1998,2.0,1,56.04999923706055,1.0,0.0,0.0
2006,2.0,1,49.0,1.0,0.0,0.0
2012,1.0,1,24.950000762939453,1.0,0.0,0.0
2013,1.0,1,20.0,1.0,0.0,0.0
2015,1.0,1,25.0,1.0,0.0,0.0
2017,1.0,1,10.979999542236328,1.0,0.0,0.0
